subject;age;trial_number;condition;order;image_object_id;image_landscape_id;encoding_phase;rating;recall_phase;phase;score;rt
sub-20;20;30;Rest;D-R;Chien;Mon09;E2;1.0;R2;initial;1.0;1.947790799998984
sub-20;20;31;Rest;D-R;Tracteur;Nei01;E2;1.0;R2;initial;1.0;2.976551200001268
sub-20;20;32;Rest;D-R;Bonnet;Urb08;E2;3.0;R2;initial;1.0;2.453387499999735
sub-20;20;33;Rest;D-R;Casquette;Nei02;E2;2.0;R2;initial;1.0;2.973998199999187
sub-20;20;34;Rest;D-R;Canard;Eau02;E2;2.0;R2;initial;1.0;2.5129001999994216
sub-20;20;35;Rest;D-R;Pain;Urb07;E2;1.0;R2;initial;1.0;2.243554799999401
sub-20;20;36;Rest;D-R;Clef;Mon06;E2;1.0;R2;initial;1.0;2.142917299999681
sub-20;20;37;Rest;D-R;Violon;Esp05;E2;1.0;R2;initial;1.0;2.8559709999990446
sub-20;20;38;Rest;D-R;Carotte;mars-04;E2;0.0;R2;initial;1.0;2.609516700000313
sub-20;20;39;Rest;D-R;Chapeau;Urb01;E2;2.0;R2;initial;1.0;2.5089552999997977
sub-20;20;40;Rest;D-R;Ampoule;mars-02;E2;0.0;R2;initial;1.0;4.178350500000306
sub-20;20;41;Rest;D-R;Moto;For01;E2;1.0;R2;initial;1.0;1.8092586000002484
sub-20;20;42;Rest;D-R;Chat;For05;E2;2.0;R2;initial;1.0;3.0540638999991643
sub-20;20;43;Rest;D-R;Cheval;Mon14;E2;2.0;R2;initial;1.0;2.7573935000000347
sub-20;20;44;Rest;D-R;Stylo;Esp02;E2;1.0;R2;initial;1.0;2.346456899998884
sub-20;20;45;Rest;D-R;Papillon;For04;E2;2.0;R2;initial;1.0;2.9166101999999228
sub-20;20;46;Rest;D-R;Prise;mars-01;E2;0.0;R2;initial;1.0;2.504910100000416
sub-20;20;47;Rest;D-R;Cerise;Mon05;E2;0.0;R2;initial;1.0;2.6168096999990667
sub-20;20;48;Rest;D-R;Piano;Urb10;E2;0.0;R2;initial;1.0;2.5536480999999185
sub-20;20;49;Rest;D-R;Voiture;Mon11;E2;1.0;R2;initial;1.0;3.2062215999994805
sub-20;20;50;Rest;D-R;Lunettes;Urb03;E2;3.0;R2;initial;1.0;2.4912188999987848
sub-20;20;10bis;Distraction;D-R;Sac;Des05;E1;2.0;RF;final;1.0;1.7802248999996664
sub-20;20;11bis;Distraction;D-R;Elephant;Des02;E1;2.0;RF;final;1.0;2.951068000000305
sub-20;20;12bis;Distraction;D-R;Citron;Eau03;E1;0.0;RF;final;1.0;3.0458518999985245
sub-20;20;13bis;Distraction;D-R;Fourchette;mars-03;E1;1.0;RF;final;1.0;4.398416799998813
sub-20;20;14bis;Distraction;D-R;Poire;Mon07;E1;0.0;RF;final;1.0;2.3269935000007536
sub-20;20;15bis;Distraction;D-R;Balai;Eau04;E1;1.0;RF;final;1.0;3.346482499999184
sub-20;20;16bis;Distraction;D-R;Trompette;Urb02;E1;1.0;RF;final;1.0;3.622446399998808
sub-20;20;17bis;Distraction;D-R;Rhinoceros;Mon13;E1;0.0;RF;final;1.0;4.456520000001547
sub-20;20;18bis;Distraction;D-R;Fraise;Urb11;E1;0.0;RF;final;1.0;2.3398653000003837
sub-20;20;19bis;Distraction;D-R;Guitare;Urb09;E1;1.0;RF;final;1.0;2.6474699999998847
sub-20;20;1bis;Distraction;D-R;Pinceau;Cam03;E1;2.0;RF;final;1.0;3.019987800000308
sub-20;20;20bis;Distraction;D-R;Table;Mon10;E1;0.0;RF;final;1.0;2.32782589999988
sub-20;20;21bis;Distraction;D-R;Tortue;Mon12;E1;1.0;RF;final;1.0;3.469681599999604
sub-20;20;22bis;Distraction;D-R;Tasse;Mon02;E1;;RF;final;1.0;1.715157599999657
sub-20;20;23bis;Distraction;D-R;Girafe;Mon03;E1;1.0;RF;final;1.0;2.515416899999764
sub-20;20;24bis;Distraction;D-R;Pomme;For03;E1;1.0;RF;final;1.0;2.20485749999898
sub-20;20;25bis;Distraction;D-R;Broccoli;Urb06;E1;0.0;RF;final;1.0;2.8706177999993088
sub-20;20;26bis;Rest;D-R;Tournevis;Mon04;E2;1.0;RF;final;1.0;4.930309100000159
sub-20;20;27bis;Rest;D-R;Cactus;Des01;E2;3.0;RF;final;1.0;2.80230660000052
sub-20;20;28bis;Rest;D-R;Fromage;Eau06;E2;0.0;RF;final;1.0;4.026805999999851
sub-20;20;29bis;Rest;D-R;Seau;Esp03;E2;1.0;RF;final;1.0;3.3603015999997297
sub-20;20;2bis;Distraction;D-R;Dauphin;Eau05;E1;3.0;RF;final;1.0;3.457677700000204
sub-20;20;30bis;Rest;D-R;Chien;Mon09;E2;1.0;RF;final;1.0;2.0375189000005776
sub-20;20;31bis;Rest;D-R;Tracteur;Nei01;E2;1.0;RF;final;1.0;3.879622300000847
sub-20;20;32bis;Rest;D-R;Bonnet;Urb08;E2;3.0;RF;final;1.0;2.5018122000001317
sub-20;20;33bis;Rest;D-R;Casquette;Nei02;E2;2.0;RF;final;1.0;2.8115649000010308
sub-20;20;34bis;Rest;D-R;Canard;Eau02;E2;2.0;RF;final;1.0;2.503640599999926
sub-20;20;35bis;Rest;D-R;Pain;Urb07;E2;1.0;RF;final;1.0;2.3133077999991656
sub-20;20;36bis;Rest;D-R;Clef;Mon06;E2;1.0;RF;final;1.0;1.9197832999998357
sub-20;20;37bis;Rest;D-R;Violon;Esp05;E2;1.0;RF;final;1.0;2.4427895000007998
sub-20;20;38bis;Rest;D-R;Carotte;mars-04;E2;0.0;RF;final;1.0;2.875644499999908
sub-20;20;39bis;Rest;D-R;Chapeau;Urb01;E2;2.0;RF;final;1.0;3.4619357000010496
sub-20;20;3bis;Distraction;D-R;Velo;Cam02;E1;1.0;RF;final;1.0;2.281844400000409
sub-20;20;40bis;Rest;D-R;Ampoule;mars-02;E2;0.0;RF;final;1.0;4.856842699999106
sub-20;20;41bis;Rest;D-R;Moto;For01;E2;1.0;RF;final;1.0;2.22550819999924
sub-20;20;42bis;Rest;D-R;Chat;For05;E2;2.0;RF;final;1.0;1.8001519000008557
sub-20;20;43bis;Rest;D-R;Cheval;Mon14;E2;2.0;RF;final;1.0;4.178746700001284
sub-20;20;44bis;Rest;D-R;Stylo;Esp02;E2;1.0;RF;final;1.0;2.5277870999998413
sub-20;20;45bis;Rest;D-R;Papillon;For04;E2;2.0;RF;final;1.0;3.1712230000011914
sub-20;20;46bis;Rest;D-R;Prise;mars-01;E2;0.0;RF;final;1.0;4.227294500000426
sub-20;20;47bis;Rest;D-R;Cerise;Mon05;E2;0.0;RF;final;1.0;2.946038199999748
sub-20;20;48bis;Rest;D-R;Piano;Urb10;E2;0.0;RF;final;1.0;2.315397500000472
sub-20;20;49bis;Rest;D-R;Voiture;Mon11;E2;1.0;RF;final;1.0;2.438423300000068
sub-20;20;4bis;Distraction;D-R;Bougie;For06;E1;1.0;RF;final;1.0;2.769247500000347
sub-20;20;50bis;Rest;D-R;Lunettes;Urb03;E2;3.0;RF;final;1.0;3.094365299999481
sub-20;20;5bis;Distraction;D-R;Lion;Des04;E1;3.0;RF;final;1.0;1.9306549999982965
sub-20;20;6bis;Distraction;D-R;Crayon;Nei03;E1;;RF;final;1.0;2.775349199999255
sub-20;20;7bis;Distraction;D-R;Marteau;Mon01;E1;1.0;RF;final;1.0;3.9121593999989273
sub-20;20;8bis;Distraction;D-R;Montre;Des03;E1;0.0;RF;final;1.0;2.9329510999996278
sub-20;20;9bis;Distraction;D-R;Ciseaux;Urb04;E1;1.0;RF;final;1.0;2.7672543999997288
sub-22;34;1;Distraction;D-R;Velo;For01;E1;;R1;initial;1.0;2.358052800002042
sub-22;34;2;Distraction;D-R;Tortue;Urb04;E1;3.0;R1;initial;1.0;2.7613112999970326
sub-22;34;3;Distraction;D-R;Chapeau;For03;E1;3.0;R1;initial;1.0;3.366799199997331
sub-22;34;4;Distraction;D-R;Balai;Mon02;E1;2.0;R1;initial;1.0;6.950011799999629
sub-22;34;5;Distraction;D-R;Ampoule;Eau04;E1;1.0;R1;initial;1.0;6.1238806000037584
sub-22;34;6;Distraction;D-R;Dauphin;Urb11;E1;0.0;R1;initial;1.0;5.515942700003507
sub-22;34;7;Distraction;D-R;Casquette;Urb10;E1;3.0;R1;initial;1.0;3.43267310000374
sub-22;34;8;Distraction;D-R;Prise;Des02;E1;0.0;R1;initial;1.0;4.0958743999945
sub-22;34;9;Distraction;D-R;Cactus;Eau06;E1;3.0;R1;initial;1.0;3.165783800010104
sub-22;34;10;Distraction;D-R;Table;mars-04;E1;0.0;R1;initial;1.0;2.4566782000038074
sub-22;34;11;Distraction;D-R;Canard;For06;E1;3.0;R1;initial;1.0;2.7747186000051443
sub-22;34;12;Distraction;D-R;Voiture;Esp03;E1;1.0;R1;initial;1.0;2.2315324999945005
sub-22;34;13;Distraction;D-R;Tracteur;Urb08;E1;3.0;R1;initial;1.0;3.354116599992267
sub-22;34;14;Distraction;D-R;Girafe;Mon13;E1;3.0;R1;initial;1.0;3.143216199998278
sub-22;34;15;Distraction;D-R;Violon;Nei03;E1;1.0;R1;initial;1.0;5.492552700001397
sub-22;34;16;Distraction;D-R;Stylo;Eau03;E1;1.0;R1;initial;1.0;4.220511400009855
sub-22;34;17;Distraction;D-R;Carotte;Mon11;E1;1.0;R1;initial;1.0;5.6071609999926295
sub-22;34;18;Distraction;D-R;Bougie;Mon05;E1;1.0;R1;initial;1.0;2.8544994999974733
sub-22;34;19;Distraction;D-R;Moto;Mon09;E1;3.0;R1;initial;1.0;2.295669999992242
sub-22;34;20;Distraction;D-R;Tasse;For05;E1;2.0;R1;initial;1.0;2.615437700005714
sub-22;34;21;Distraction;D-R;Crayon;Nei01;E1;1.0;R1;initial;1.0;3.94124240000383
sub-22;34;22;Distraction;D-R;Poire;Eau02;E1;0.0;R1;initial;1.0;2.335678999996162
sub-22;34;23;Distraction;D-R;Piano;Cam02;E1;0.0;R1;initial;1.0;3.56064619999961
sub-22;34;24;Distraction;D-R;Cheval;Mon01;E1;3.0;R1;initial;1.0;3.861181000000215
sub-22;34;25;Distraction;D-R;Fourchette;Mon12;E1;2.0;R1;initial;1.0;5.435956800007261
sub-22;34;26;Rest;D-R;Lion;Cam03;E2;1.0;R2;initial;1.0;1.9576569000055315
sub-22;34;27;Rest;D-R;Marteau;Nei02;E2;3.0;R2;initial;1.0;2.946043000003556
sub-22;34;28;Rest;D-R;Sac;Mon07;E2;2.0;R2;initial;1.0;2.62215360000846
sub-22;34;29;Rest;D-R;Fraise;Urb02;E2;2.0;R2;initial;1.0;3.165288699994562
sub-22;34;30;Rest;D-R;Cerise;Urb01;E2;0.0;R2;initial;1.0;4.357472299991059
sub-22;34;31;Rest;D-R;Montre;Mon03;E2;3.0;R2;initial;1.0;3.128398400003789
sub-22;34;32;Rest;D-R;Ciseaux;Esp02;E2;1.0;R2;initial;0.0;15.007934699999169
sub-22;34;33;Rest;D-R;Elephant;Mon14;E2;3.0;R2;initial;1.0;3.0308734999998705
sub-22;34;34;Rest;D-R;Tournevis;Des05;E2;0.0;R2;initial;1.0;3.893820000012056
sub-22;34;35;Rest;D-R;Pinceau;Mon04;E2;2.0;R2;initial;1.0;3.685053799999878
sub-22;34;36;Rest;D-R;Pain;Des01;E2;0.0;R2;initial;1.0;2.359704699993017
sub-22;34;37;Rest;D-R;Fromage;Urb06;E2;0.0;R2;initial;1.0;3.637054500009981
sub-22;34;38;Rest;D-R;Citron;Urb07;E2;0.0;R2;initial;1.0;2.3053782999922987
sub-22;34;39;Rest;D-R;Rhinoceros;Urb03;E2;0.0;R2;initial;1.0;4.317272599990247
sub-22;34;40;Rest;D-R;Guitare;Mon06;E2;2.0;R2;initial;1.0;2.240921799995704
sub-22;34;41;Rest;D-R;Trompette;For04;E2;2.0;R2;initial;1.0;3.700224199987133
sub-22;34;42;Rest;D-R;Clef;mars-02;E2;2.0;R2;initial;1.0;2.156147999994573
sub-22;34;43;Rest;D-R;Lunettes;Mon10;E2;0.0;R2;initial;1.0;2.8367130999977235
sub-22;34;44;Rest;D-R;Bonnet;Eau05;E2;3.0;R2;initial;1.0;3.002594499994302
sub-22;34;45;Rest;D-R;Chat;mars-01;E2;0.0;R2;initial;1.0;2.1534040000115056
sub-22;34;46;Rest;D-R;Chien;Des03;E2;3.0;R2;initial;1.0;2.1241003000031924
sub-22;34;47;Rest;D-R;Seau;Esp05;E2;0.0;R2;initial;1.0;2.291256600001361
sub-22;34;48;Rest;D-R;Pomme;Urb09;E2;0.0;R2;initial;1.0;3.1680262999871047
sub-22;34;49;Rest;D-R;Papillon;Des04;E2;1.0;R2;initial;1.0;3.2551295000012037
sub-22;34;50;Rest;D-R;Broccoli;mars-03;E2;0.0;R2;initial;1.0;4.048322799993912
sub-22;34;10bis;Distraction;D-R;Table;mars-04;E1;0.0;RF;final;1.0;2.415173599991249
sub-22;34;11bis;Distraction;D-R;Canard;For06;E1;3.0;RF;final;1.0;1.981482600007439
sub-22;34;12bis;Distraction;D-R;Voiture;Esp03;E1;1.0;RF;final;1.0;2.3632963999989443
sub-22;34;13bis;Distraction;D-R;Tracteur;Urb08;E1;3.0;RF;final;1.0;3.064157899993006
sub-22;34;14bis;Distraction;D-R;Girafe;Mon13;E1;3.0;RF;final;1.0;1.9240858999983173
sub-22;34;15bis;Distraction;D-R;Violon;Nei03;E1;1.0;RF;final;1.0;2.7571630999882477
sub-22;34;16bis;Distraction;D-R;Stylo;Eau03;E1;1.0;RF;final;1.0;1.414004100006423
sub-22;34;17bis;Distraction;D-R;Carotte;Mon11;E1;1.0;RF;final;1.0;3.8294881000038
sub-22;34;18bis;Distraction;D-R;Bougie;Mon05;E1;1.0;RF;final;1.0;2.903174399994896
sub-22;34;19bis;Distraction;D-R;Moto;Mon09;E1;3.0;RF;final;1.0;2.167712800001027
sub-22;34;1bis;Distraction;D-R;Velo;For01;E1;;RF;final;1.0;3.0874972000019625
sub-22;34;20bis;Distraction;D-R;Tasse;For05;E1;2.0;RF;final;1.0;2.016130799995153
sub-22;34;21bis;Distraction;D-R;Crayon;Nei01;E1;1.0;RF;final;1.0;3.166956899993238
sub-22;34;22bis;Distraction;D-R;Poire;Eau02;E1;0.0;RF;final;1.0;2.088350499994704
sub-22;34;23bis;Distraction;D-R;Piano;Cam02;E1;0.0;RF;final;1.0;2.592694299994037
sub-22;34;24bis;Distraction;D-R;Cheval;Mon01;E1;3.0;RF;final;1.0;2.6271510000078706
sub-22;34;25bis;Distraction;D-R;Fourchette;Mon12;E1;2.0;RF;final;1.0;2.8503613999928348
sub-22;34;26bis;Rest;D-R;Lion;Cam03;E2;1.0;RF;final;1.0;1.359494199990877
sub-22;34;27bis;Rest;D-R;Marteau;Nei02;E2;3.0;RF;final;1.0;2.271319400009816
sub-22;34;28bis;Rest;D-R;Sac;Mon07;E2;2.0;RF;final;1.0;1.1734569999971427
sub-22;34;29bis;Rest;D-R;Fraise;Urb02;E2;2.0;RF;final;1.0;2.430667000007816
sub-22;34;2bis;Distraction;D-R;Tortue;Urb04;E1;3.0;RF;final;1.0;4.879310899996199
sub-22;34;30bis;Rest;D-R;Cerise;Urb01;E2;0.0;RF;final;1.0;2.5449222000024747
sub-22;34;31bis;Rest;D-R;Montre;Mon03;E2;3.0;RF;final;1.0;2.181903999997303
sub-22;34;32bis;Rest;D-R;Ciseaux;Esp02;E2;1.0;RF;final;0.0;3.733447500009788
sub-22;34;33bis;Rest;D-R;Elephant;Mon14;E2;3.0;RF;final;1.0;2.947905299995909
sub-22;34;34bis;Rest;D-R;Tournevis;Des05;E2;0.0;RF;final;1.0;2.9641587999940384
sub-22;34;35bis;Rest;D-R;Pinceau;Mon04;E2;2.0;RF;final;1.0;3.288401400001021
sub-22;34;36bis;Rest;D-R;Pain;Des01;E2;0.0;RF;final;1.0;1.7523140999983298
sub-22;34;37bis;Rest;D-R;Fromage;Urb06;E2;0.0;RF;final;1.0;3.807497700006934
sub-22;34;38bis;Rest;D-R;Citron;Urb07;E2;0.0;RF;final;1.0;1.6314494000107516
sub-22;34;39bis;Rest;D-R;Rhinoceros;Urb03;E2;0.0;RF;final;1.0;3.954997399996501
sub-22;34;3bis;Distraction;D-R;Chapeau;For03;E1;3.0;RF;final;1.0;2.72248139999283
sub-22;34;40bis;Rest;D-R;Guitare;Mon06;E2;2.0;RF;final;1.0;2.6811110000126064
sub-22;34;41bis;Rest;D-R;Trompette;For04;E2;2.0;RF;final;1.0;2.887726100001601
sub-22;34;42bis;Rest;D-R;Clef;mars-02;E2;2.0;RF;final;1.0;3.142455100009101
sub-22;34;43bis;Rest;D-R;Lunettes;Mon10;E2;0.0;RF;final;1.0;2.3197710999957053
sub-22;34;44bis;Rest;D-R;Bonnet;Eau05;E2;3.0;RF;final;1.0;2.0308443999965675
sub-22;34;45bis;Rest;D-R;Chat;mars-01;E2;0.0;RF;final;1.0;1.6478194000083022
sub-22;34;46bis;Rest;D-R;Chien;Des03;E2;3.0;RF;final;1.0;2.2679119000094943
sub-22;34;47bis;Rest;D-R;Seau;Esp05;E2;0.0;RF;final;1.0;2.036221899994416
sub-22;34;48bis;Rest;D-R;Pomme;Urb09;E2;0.0;RF;final;1.0;1.826639899998554
sub-22;34;49bis;Rest;D-R;Papillon;Des04;E2;1.0;RF;final;1.0;2.751128500007326
sub-22;34;4bis;Distraction;D-R;Balai;Mon02;E1;2.0;RF;final;1.0;2.4254338999890024
sub-22;34;50bis;Rest;D-R;Broccoli;mars-03;E2;0.0;RF;final;1.0;2.945546199989621
sub-22;34;5bis;Distraction;D-R;Ampoule;Eau04;E1;1.0;RF;final;1.0;2.650175400005537
sub-22;34;6bis;Distraction;D-R;Dauphin;Urb11;E1;0.0;RF;final;1.0;2.675825099999201
sub-22;34;7bis;Distraction;D-R;Casquette;Urb10;E1;3.0;RF;final;1.0;2.876165299996501
sub-22;34;8bis;Distraction;D-R;Prise;Des02;E1;0.0;RF;final;1.0;3.368375100006233
sub-22;34;9bis;Distraction;D-R;Cactus;Eau06;E1;3.0;RF;final;1.0;1.972483799996553
sub-23;48;1;Rest;R-D;Montre;Nei01;E1;1.0;R1;initial;1.0;3.1156148
sub-23;48;2;Rest;R-D;Lunettes;mars-04;E1;0.0;R1;initial;1.0;3.5257363
sub-23;48;3;Rest;R-D;Cerise;Mon01;E1;3.0;R1;initial;1.0;2.6538167
sub-23;48;4;Rest;R-D;Casquette;For03;E1;2.0;R1;initial;1.0;2.9160679
sub-23;48;5;Rest;R-D;Fourchette;Cam02;E1;1.0;R1;initial;1.0;3.0758611
sub-23;48;6;Rest;R-D;Pain;Des04;E1;0.0;R1;initial;1.0;1.947053
sub-23;48;7;Rest;R-D;Moto;Urb09;E1;3.0;R1;initial;1.0;2.3830153
sub-23;48;8;Rest;R-D;Velo;Eau06;E1;3.0;R1;initial;1.0;4.2261454
sub-23;48;9;Rest;R-D;Piano;For06;E1;1.0;R1;initial;1.0;2.8287828
sub-23;48;10;Rest;R-D;Marteau;Des01;E1;0.0;R1;initial;1.0;3.8613646
sub-23;48;11;Rest;R-D;Table;Eau04;E1;0.0;R1;initial;1.0;2.4203652
sub-23;48;12;Rest;R-D;Bonnet;Mon13;E1;1.0;R1;initial;1.0;2.562418
sub-23;48;13;Rest;R-D;Elephant;Des05;E1;0.0;R1;initial;1.0;2.88099
sub-23;48;14;Rest;R-D;Tortue;Mon14;E1;2.0;R1;initial;0.0;15.0007328
sub-23;48;15;Rest;R-D;Citron;Des03;E1;2.0;R1;initial;1.0;3.4545289
sub-23;48;16;Rest;R-D;Tasse;Urb11;E1;1.0;R1;initial;1.0;3.1796129
sub-23;48;17;Rest;R-D;Papillon;Mon05;E1;3.0;R1;initial;1.0;4.4441486
sub-23;48;18;Rest;R-D;Stylo;Urb10;E1;3.0;R1;initial;1.0;2.691037
sub-23;48;19;Rest;R-D;Clef;Nei03;E1;0.0;R1;initial;1.0;7.8505342
sub-23;48;20;Rest;R-D;Tournevis;Mon06;E1;0.0;R1;initial;1.0;8.7506864
sub-23;48;21;Rest;R-D;Violon;Urb02;E1;2.0;R1;initial;1.0;3.2440893
sub-23;48;22;Rest;R-D;Ampoule;Urb04;E1;3.0;R1;initial;1.0;4.9993474
sub-23;48;23;Rest;R-D;Carotte;Mon11;E1;1.0;R1;initial;1.0;5.1397648
sub-23;48;24;Rest;R-D;Rhinoceros;Mon04;E1;0.0;R1;initial;0.0;9.8109468
sub-23;48;25;Rest;R-D;Crayon;Esp05;E1;0.0;R1;initial;1.0;2.8618455
sub-23;48;26;Distraction;R-D;Canard;Urb07;E2;1.0;R2;initial;1.0;2.6759551
sub-23;48;27;Distraction;R-D;Sac;Esp02;E2;0.0;R2;initial;1.0;1.7092679
sub-23;48;28;Distraction;R-D;Prise;Mon12;E2;0.0;R2;initial;1.0;2.8044993
sub-23;48;29;Distraction;R-D;Chat;Eau05;E2;3.0;R2;initial;1.0;1.7889791
sub-23;48;30;Distraction;R-D;Voiture;mars-02;E2;0.0;R2;initial;1.0;8.3799686
sub-23;48;31;Distraction;R-D;Seau;Urb08;E2;2.0;R2;initial;1.0;2.2052252
sub-23;48;32;Distraction;R-D;Dauphin;mars-01;E2;3.0;R2;initial;1.0;2.7749395
sub-23;48;33;Distraction;R-D;Ciseaux;Des02;E2;0.0;R2;initial;1.0;3.1352805
sub-23;48;34;Distraction;R-D;Lion;Urb01;E2;0.0;R2;initial;1.0;2.3690638
sub-23;48;35;Distraction;R-D;Chapeau;Esp03;E2;1.0;R2;initial;1.0;3.2014002
sub-23;48;36;Distraction;R-D;Cheval;Mon10;E2;0.0;R2;initial;1.0;3.965993
sub-23;48;37;Distraction;R-D;Poire;For04;E2;1.0;R2;initial;1.0;2.3823743
sub-23;48;38;Distraction;R-D;Girafe;For05;E2;0.0;R2;initial;1.0;3.2974999
sub-23;48;39;Distraction;R-D;Chien;Cam03;E2;3.0;R2;initial;1.0;2.8757915
sub-23;48;40;Distraction;R-D;Pinceau;For01;E2;2.0;R2;initial;1.0;3.6418841
sub-23;48;41;Distraction;R-D;Bougie;Mon03;E2;1.0;R2;initial;1.0;2.3663261
sub-23;48;42;Distraction;R-D;Broccoli;Nei02;E2;0.0;R2;initial;1.0;3.14376
sub-23;48;43;Distraction;R-D;Pomme;Mon09;E2;2.0;R2;initial;1.0;2.3652962
sub-23;48;44;Distraction;R-D;Fromage;Mon07;E2;0.0;R2;initial;1.0;4.1589904
sub-23;48;45;Distraction;R-D;Fraise;Eau03;E2;0.0;R2;initial;1.0;2.1497312
sub-23;48;46;Distraction;R-D;Tracteur;Mon02;E2;3.0;R2;initial;1.0;3.581907
sub-23;48;47;Distraction;R-D;Cactus;Urb06;E2;3.0;R2;initial;1.0;2.5989268
sub-23;48;48;Distraction;R-D;Guitare;mars-03;E2;0.0;R2;initial;1.0;4.148344
sub-23;48;49;Distraction;R-D;Balai;Eau02;E2;0.0;R2;initial;1.0;2.3585026
sub-23;48;50;Distraction;R-D;Trompette;Urb03;E2;3.0;R2;initial;1.0;4.9236566
sub-23;48;10bis;Rest;R-D;Marteau;Des01;E1;0.0;RF;final;1.0;2.7397071
sub-23;48;11bis;Rest;R-D;Table;Eau04;E1;0.0;RF;final;1.0;2.2847351
sub-23;48;12bis;Rest;R-D;Bonnet;Mon13;E1;1.0;RF;final;1.0;2.2326905
sub-23;48;13bis;Rest;R-D;Elephant;Des05;E1;0.0;RF;final;1.0;2.7360818
sub-23;48;14bis;Rest;R-D;Tortue;Mon14;E1;2.0;RF;final;1.0;2.7281329
sub-23;48;15bis;Rest;R-D;Citron;Des03;E1;2.0;RF;final;1.0;2.6917696
sub-23;48;16bis;Rest;R-D;Tasse;Urb11;E1;1.0;RF;final;1.0;1.9687965
sub-23;48;17bis;Rest;R-D;Papillon;Mon05;E1;3.0;RF;final;1.0;2.8497806
sub-23;48;18bis;Rest;R-D;Stylo;Urb10;E1;3.0;RF;final;1.0;2.5812836
sub-23;48;19bis;Rest;R-D;Clef;Nei03;E1;0.0;RF;final;0.0;7.4390967
sub-23;48;1bis;Rest;R-D;Montre;Nei01;E1;1.0;RF;final;1.0;2.4891948
sub-23;48;20bis;Rest;R-D;Tournevis;Mon06;E1;0.0;RF;final;1.0;3.6015518
sub-23;48;21bis;Rest;R-D;Violon;Urb02;E1;2.0;RF;final;1.0;2.6015354
sub-23;48;22bis;Rest;R-D;Ampoule;Urb04;E1;3.0;RF;final;1.0;2.6859136
sub-23;48;23bis;Rest;R-D;Carotte;Mon11;E1;1.0;RF;final;1.0;5.2861296
sub-23;48;24bis;Rest;R-D;Rhinoceros;Mon04;E1;0.0;RF;final;0.0;2.420328
sub-23;48;25bis;Rest;R-D;Crayon;Esp05;E1;0.0;RF;final;1.0;3.4195144
sub-23;48;26bis;Distraction;R-D;Canard;Urb07;E2;1.0;RF;final;1.0;2.365509
sub-23;48;27bis;Distraction;R-D;Sac;Esp02;E2;0.0;RF;final;1.0;3.2460766
sub-23;48;28bis;Distraction;R-D;Prise;Mon12;E2;0.0;RF;final;1.0;2.1883568
sub-23;48;29bis;Distraction;R-D;Chat;Eau05;E2;3.0;RF;final;1.0;1.8746817
sub-23;48;2bis;Rest;R-D;Lunettes;mars-04;E1;0.0;RF;final;1.0;2.6359794
sub-23;48;30bis;Distraction;R-D;Voiture;mars-02;E2;0.0;RF;final;1.0;2.4143004
sub-23;48;31bis;Distraction;R-D;Seau;Urb08;E2;2.0;RF;final;1.0;2.5008571
sub-23;48;32bis;Distraction;R-D;Dauphin;mars-01;E2;3.0;RF;final;1.0;3.0996017
sub-23;48;33bis;Distraction;R-D;Ciseaux;Des02;E2;0.0;RF;final;1.0;4.2039435
sub-23;48;34bis;Distraction;R-D;Lion;Urb01;E2;0.0;RF;final;1.0;2.1886373
sub-23;48;35bis;Distraction;R-D;Chapeau;Esp03;E2;1.0;RF;final;1.0;2.4549967
sub-23;48;36bis;Distraction;R-D;Cheval;Mon10;E2;0.0;RF;final;1.0;2.226257
sub-23;48;37bis;Distraction;R-D;Poire;For04;E2;1.0;RF;final;1.0;2.0416231
sub-23;48;38bis;Distraction;R-D;Girafe;For05;E2;0.0;RF;final;1.0;2.7860321
sub-23;48;39bis;Distraction;R-D;Chien;Cam03;E2;3.0;RF;final;1.0;2.5086464
sub-23;48;3bis;Rest;R-D;Cerise;Mon01;E1;3.0;RF;final;1.0;3.6147251
sub-23;48;40bis;Distraction;R-D;Pinceau;For01;E2;2.0;RF;final;1.0;3.3461907
sub-23;48;41bis;Distraction;R-D;Bougie;Mon03;E2;1.0;RF;final;1.0;2.5192367
sub-23;48;42bis;Distraction;R-D;Broccoli;Nei02;E2;0.0;RF;final;1.0;3.6106437
sub-23;48;43bis;Distraction;R-D;Pomme;Mon09;E2;2.0;RF;final;1.0;2.0300222
sub-23;48;44bis;Distraction;R-D;Fromage;Mon07;E2;0.0;RF;final;1.0;2.9670486
sub-23;48;45bis;Distraction;R-D;Fraise;Eau03;E2;0.0;RF;final;1.0;2.2321619
sub-23;48;46bis;Distraction;R-D;Tracteur;Mon02;E2;3.0;RF;final;1.0;2.8957862
sub-23;48;47bis;Distraction;R-D;Cactus;Urb06;E2;3.0;RF;final;1.0;2.6048507
sub-23;48;48bis;Distraction;R-D;Guitare;mars-03;E2;0.0;RF;final;1.0;2.7871517
sub-23;48;49bis;Distraction;R-D;Balai;Eau02;E2;0.0;RF;final;1.0;2.1234849
sub-23;48;4bis;Rest;R-D;Casquette;For03;E1;2.0;RF;final;1.0;2.976934
sub-23;48;50bis;Distraction;R-D;Trompette;Urb03;E2;3.0;RF;final;1.0;2.6268147
sub-23;48;5bis;Rest;R-D;Fourchette;Cam02;E1;1.0;RF;final;1.0;3.8615756
