"","subject","order","condition","trial_number","rating","encoding_phase","memorised","learned","never_learned","forgotten","performance","number_of_trials"
"514","sub-30","D-R","Rest","30",0,"E2",1,0,0,0,1,23
"515","sub-30","D-R","Rest","31",2,"E2",1,0,0,0,1,23
"516","sub-30","D-R","Rest","32",1,"E2",1,0,0,0,1,23
"517","sub-30","D-R","Rest","33",0,"E2",1,0,0,0,1,23
"518","sub-30","D-R","Rest","35",0,"E2",1,0,0,0,1,23
"519","sub-30","D-R","Rest","36",0,"E2",1,0,0,0,1,23
"520","sub-30","D-R","Rest","37",1,"E2",1,0,0,0,1,23
"521","sub-30","D-R","Rest","38",3,"E2",1,0,0,0,1,23
"522","sub-30","D-R","Rest","39",2,"E2",1,0,0,0,1,23
"523","sub-30","D-R","Rest","40",0,"E2",1,0,0,0,1,23
"524","sub-30","D-R","Rest","41",2,"E2",1,0,0,0,1,23
"525","sub-30","D-R","Rest","42",2,"E2",1,0,0,0,1,23
"526","sub-30","D-R","Rest","43",3,"E2",1,0,0,0,1,23
"527","sub-30","D-R","Rest","44",1,"E2",1,0,0,0,1,23
"528","sub-30","D-R","Rest","45",0,"E2",1,0,0,0,1,23
"529","sub-30","D-R","Rest","46",0,"E2",1,0,0,0,1,23
"530","sub-30","D-R","Rest","47",3,"E2",1,0,0,0,1,23
"531","sub-30","D-R","Rest","48",3,"E2",1,0,0,0,1,23
"532","sub-30","D-R","Rest","49",1,"E2",1,0,0,0,1,23
"533","sub-30","D-R","Rest","50",3,"E2",1,0,0,0,1,23
"534","sub-30","D-R","Distraction","10",0,"E1",0,0,0,1,0,18
"535","sub-30","D-R","Distraction","11",3,"E1",1,0,0,0,1,18
"536","sub-30","D-R","Distraction","12",2,"E1",1,0,0,0,1,18
"537","sub-30","D-R","Distraction","14",3,"E1",1,0,0,0,1,18
"538","sub-30","D-R","Distraction","15",1,"E1",1,0,0,0,1,18
"539","sub-30","D-R","Distraction","17",3,"E1",1,0,0,0,1,18
"540","sub-30","D-R","Distraction","19",2,"E1",1,0,0,0,1,18
"541","sub-30","D-R","Distraction","2",1,"E1",1,0,0,0,1,18
"542","sub-30","D-R","Distraction","21",3,"E1",1,0,0,0,1,18
"543","sub-30","D-R","Distraction","23",0,"E1",1,0,0,0,1,18
"544","sub-30","D-R","Distraction","24",3,"E1",1,0,0,0,1,18
"545","sub-30","D-R","Distraction","25",1,"E1",1,0,0,0,1,18
"546","sub-30","D-R","Distraction","3",0,"E1",1,0,0,0,1,18
"547","sub-30","D-R","Distraction","4",1,"E1",1,0,0,0,1,18
"548","sub-30","D-R","Distraction","6",3,"E1",1,0,0,0,1,18
"549","sub-30","D-R","Distraction","7",0,"E1",1,0,0,0,1,18
"550","sub-30","D-R","Distraction","8",0,"E1",1,0,0,0,1,18
"551","sub-30","D-R","Distraction","9",3,"E1",1,0,0,0,1,18
"552","sub-31","R-D","Rest","1",2,"E1",1,0,0,0,1,19
"553","sub-31","R-D","Rest","10",3,"E1",1,0,0,0,1,19
"554","sub-31","R-D","Rest","11",0,"E1",1,0,0,0,1,19
"555","sub-31","R-D","Rest","12",0,"E1",0,0,0,1,0,19
"556","sub-31","R-D","Rest","15",0,"E1",1,0,0,0,1,19
"557","sub-31","R-D","Rest","16",0,"E1",0,0,0,1,0,19
"558","sub-31","R-D","Rest","17",0,"E1",0,0,0,1,0,19
"559","sub-31","R-D","Rest","18",0,"E1",1,0,0,0,1,19
"560","sub-31","R-D","Rest","19",2,"E1",1,0,0,0,1,19
"561","sub-31","R-D","Rest","2",1,"E1",1,0,0,0,1,19
"562","sub-31","R-D","Rest","20",2,"E1",1,0,0,0,1,19
"563","sub-31","R-D","Rest","21",1,"E1",1,0,0,0,1,19
"564","sub-31","R-D","Rest","22",0,"E1",0,0,0,1,0,19
"565","sub-31","R-D","Rest","23",3,"E1",1,0,0,0,1,19
"566","sub-31","R-D","Rest","25",0,"E1",1,0,0,0,1,19
"567","sub-31","R-D","Rest","3",3,"E1",1,0,0,0,1,19
"568","sub-31","R-D","Rest","4",2,"E1",1,0,0,0,1,19
"569","sub-31","R-D","Rest","5",0,"E1",0,0,0,1,0,19
"570","sub-31","R-D","Rest","7",1,"E1",1,0,0,0,1,19
"571","sub-31","R-D","Distraction","27",0,"E2",1,0,0,0,1,13
"572","sub-31","R-D","Distraction","28",3,"E2",1,0,0,0,1,13
"573","sub-31","R-D","Distraction","30",0,"E2",1,0,0,0,1,13
"574","sub-31","R-D","Distraction","32",0,"E2",1,0,0,0,1,13
"575","sub-31","R-D","Distraction","35",3,"E2",1,0,0,0,1,13
"576","sub-31","R-D","Distraction","36",0,"E2",1,0,0,0,1,13
"577","sub-31","R-D","Distraction","38",0,"E2",1,0,0,0,1,13
"578","sub-31","R-D","Distraction","39",2,"E2",1,0,0,0,1,13
"579","sub-31","R-D","Distraction","40",2,"E2",1,0,0,0,1,13
"580","sub-31","R-D","Distraction","44",1,"E2",1,0,0,0,1,13
"581","sub-31","R-D","Distraction","45",1,"E2",1,0,0,0,1,13
"582","sub-31","R-D","Distraction","46",0,"E2",1,0,0,0,1,13
"583","sub-31","R-D","Distraction","49",2,"E2",1,0,0,0,1,13
"584","sub-34","R-D","Rest","10",0,"E1",1,0,0,0,1,13
"585","sub-34","R-D","Rest","11",1,"E1",1,0,0,0,1,13
"586","sub-34","R-D","Rest","12",1,"E1",1,0,0,0,1,13
"587","sub-34","R-D","Rest","15",1,"E1",0,0,0,1,0,13
"588","sub-34","R-D","Rest","18",0,"E1",1,0,0,0,1,13
"589","sub-34","R-D","Rest","19",0,"E1",1,0,0,0,1,13
"590","sub-34","R-D","Rest","2",1,"E1",1,0,0,0,1,13
"591","sub-34","R-D","Rest","20",0,"E1",1,0,0,0,1,13
"592","sub-34","R-D","Rest","21",0,"E1",1,0,0,0,1,13
"593","sub-34","R-D","Rest","23",0,"E1",1,0,0,0,1,13
"594","sub-34","R-D","Rest","25",0,"E1",1,0,0,0,1,13
"595","sub-34","R-D","Rest","5",0,"E1",0,0,0,1,0,13
"596","sub-34","R-D","Rest","9",0,"E1",1,0,0,0,1,13
"597","sub-34","R-D","Distraction","26",0,"E2",1,0,0,0,1,23
"598","sub-34","R-D","Distraction","28",0,"E2",1,0,0,0,1,23
"599","sub-34","R-D","Distraction","29",1,"E2",1,0,0,0,1,23
"600","sub-34","R-D","Distraction","30",0,"E2",1,0,0,0,1,23
"601","sub-34","R-D","Distraction","31",1,"E2",1,0,0,0,1,23
"602","sub-34","R-D","Distraction","32",2,"E2",1,0,0,0,1,23
"603","sub-34","R-D","Distraction","33",1,"E2",1,0,0,0,1,23
"604","sub-34","R-D","Distraction","34",0,"E2",1,0,0,0,1,23
"605","sub-34","R-D","Distraction","35",0,"E2",0,0,0,1,0,23
"606","sub-34","R-D","Distraction","36",0,"E2",1,0,0,0,1,23
"607","sub-34","R-D","Distraction","37",1,"E2",1,0,0,0,1,23
"608","sub-34","R-D","Distraction","38",0,"E2",1,0,0,0,1,23
"609","sub-34","R-D","Distraction","39",0,"E2",1,0,0,0,1,23
"610","sub-34","R-D","Distraction","40",3,"E2",1,0,0,0,1,23
"611","sub-34","R-D","Distraction","41",0,"E2",1,0,0,0,1,23
"612","sub-34","R-D","Distraction","42",0,"E2",1,0,0,0,1,23
"613","sub-34","R-D","Distraction","43",2,"E2",1,0,0,0,1,23
"614","sub-34","R-D","Distraction","44",0,"E2",1,0,0,0,1,23
"615","sub-34","R-D","Distraction","46",1,"E2",1,0,0,0,1,23
"616","sub-34","R-D","Distraction","47",0,"E2",1,0,0,0,1,23
"617","sub-34","R-D","Distraction","48",0,"E2",1,0,0,0,1,23
"618","sub-34","R-D","Distraction","49",0,"E2",1,0,0,0,1,23
"619","sub-34","R-D","Distraction","50",1,"E2",1,0,0,0,1,23
"620","sub-38","D-R","Rest","28",2,"E2",1,0,0,0,1,18
"621","sub-38","D-R","Rest","29",0,"E2",1,0,0,0,1,18
"622","sub-38","D-R","Rest","31",0,"E2",1,0,0,0,1,18
"623","sub-38","D-R","Rest","32",2,"E2",1,0,0,0,1,18
"624","sub-38","D-R","Rest","33",1,"E2",1,0,0,0,1,18
"625","sub-38","D-R","Rest","34",2,"E2",1,0,0,0,1,18
"626","sub-38","D-R","Rest","35",3,"E2",1,0,0,0,1,18
"627","sub-38","D-R","Rest","37",3,"E2",1,0,0,0,1,18
"628","sub-38","D-R","Rest","38",1,"E2",1,0,0,0,1,18
"629","sub-38","D-R","Rest","39",0,"E2",1,0,0,0,1,18
"630","sub-38","D-R","Rest","40",3,"E2",1,0,0,0,1,18
"631","sub-38","D-R","Rest","41",0,"E2",1,0,0,0,1,18
"632","sub-38","D-R","Rest","43",0,"E2",1,0,0,0,1,18
"633","sub-38","D-R","Rest","44",2,"E2",1,0,0,0,1,18
"634","sub-38","D-R","Rest","45",3,"E2",1,0,0,0,1,18
"635","sub-38","D-R","Rest","46",3,"E2",1,0,0,0,1,18
"636","sub-38","D-R","Rest","48",3,"E2",1,0,0,0,1,18
"637","sub-38","D-R","Rest","50",0,"E2",1,0,0,0,1,18
"638","sub-38","D-R","Distraction","11",0,"E1",1,0,0,0,1,18
"639","sub-38","D-R","Distraction","12",0,"E1",1,0,0,0,1,18
"640","sub-38","D-R","Distraction","13",0,"E1",1,0,0,0,1,18
"641","sub-38","D-R","Distraction","14",0,"E1",1,0,0,0,1,18
"642","sub-38","D-R","Distraction","15",2,"E1",1,0,0,0,1,18
"643","sub-38","D-R","Distraction","16",3,"E1",1,0,0,0,1,18
"644","sub-38","D-R","Distraction","17",2,"E1",1,0,0,0,1,18
"645","sub-38","D-R","Distraction","18",0,"E1",1,0,0,0,1,18
"646","sub-38","D-R","Distraction","20",2,"E1",1,0,0,0,1,18
"647","sub-38","D-R","Distraction","21",0,"E1",1,0,0,0,1,18
"648","sub-38","D-R","Distraction","22",3,"E1",1,0,0,0,1,18
"649","sub-38","D-R","Distraction","24",0,"E1",1,0,0,0,1,18
"650","sub-38","D-R","Distraction","25",0,"E1",1,0,0,0,1,18
"651","sub-38","D-R","Distraction","4",1,"E1",1,0,0,0,1,18
"652","sub-38","D-R","Distraction","6",2,"E1",0,0,0,1,0,18
"653","sub-38","D-R","Distraction","7",2,"E1",1,0,0,0,1,18
"654","sub-38","D-R","Distraction","8",0,"E1",1,0,0,0,1,18
"655","sub-38","D-R","Distraction","9",0,"E1",1,0,0,0,1,18
"656","sub-40","D-R","Rest","26",1,"E2",1,0,0,0,1,21
"657","sub-40","D-R","Rest","27",0,"E2",0,0,0,1,0,21
"658","sub-40","D-R","Rest","28",0,"E2",1,0,0,0,1,21
"659","sub-40","D-R","Rest","29",0,"E2",1,0,0,0,1,21
"660","sub-40","D-R","Rest","30",0,"E2",1,0,0,0,1,21
"661","sub-40","D-R","Rest","31",0,"E2",1,0,0,0,1,21
"662","sub-40","D-R","Rest","32",1,"E2",1,0,0,0,1,21
"663","sub-40","D-R","Rest","34",0,"E2",1,0,0,0,1,21
"664","sub-40","D-R","Rest","35",1,"E2",1,0,0,0,1,21
"665","sub-40","D-R","Rest","37",0,"E2",1,0,0,0,1,21
"666","sub-40","D-R","Rest","39",1,"E2",1,0,0,0,1,21
"667","sub-40","D-R","Rest","40",1,"E2",1,0,0,0,1,21
"668","sub-40","D-R","Rest","41",1,"E2",1,0,0,0,1,21
"669","sub-40","D-R","Rest","42",0,"E2",1,0,0,0,1,21
"670","sub-40","D-R","Rest","43",2,"E2",1,0,0,0,1,21
"671","sub-40","D-R","Rest","44",1,"E2",1,0,0,0,1,21
"672","sub-40","D-R","Rest","46",3,"E2",1,0,0,0,1,21
"673","sub-40","D-R","Rest","47",1,"E2",1,0,0,0,1,21
"674","sub-40","D-R","Rest","48",2,"E2",1,0,0,0,1,21
"675","sub-40","D-R","Rest","49",1,"E2",1,0,0,0,1,21
"676","sub-40","D-R","Rest","50",1,"E2",1,0,0,0,1,21
"677","sub-40","D-R","Distraction","10",1,"E1",1,0,0,0,1,22
"678","sub-40","D-R","Distraction","11",0,"E1",1,0,0,0,1,22
"679","sub-40","D-R","Distraction","12",3,"E1",1,0,0,0,1,22
"680","sub-40","D-R","Distraction","13",1,"E1",1,0,0,0,1,22
"681","sub-40","D-R","Distraction","14",0,"E1",1,0,0,0,1,22
"682","sub-40","D-R","Distraction","15",0,"E1",1,0,0,0,1,22
"683","sub-40","D-R","Distraction","16",0,"E1",1,0,0,0,1,22
"684","sub-40","D-R","Distraction","17",2,"E1",1,0,0,0,1,22
"685","sub-40","D-R","Distraction","18",0,"E1",1,0,0,0,1,22
"686","sub-40","D-R","Distraction","19",3,"E1",1,0,0,0,1,22
"687","sub-40","D-R","Distraction","2",2,"E1",1,0,0,0,1,22
"688","sub-40","D-R","Distraction","20",0,"E1",1,0,0,0,1,22
"689","sub-40","D-R","Distraction","21",0,"E1",1,0,0,0,1,22
"690","sub-40","D-R","Distraction","22",0,"E1",1,0,0,0,1,22
"691","sub-40","D-R","Distraction","23",0,"E1",1,0,0,0,1,22
"692","sub-40","D-R","Distraction","3",0,"E1",1,0,0,0,1,22
"693","sub-40","D-R","Distraction","4",0,"E1",1,0,0,0,1,22
"694","sub-40","D-R","Distraction","5",3,"E1",1,0,0,0,1,22
"695","sub-40","D-R","Distraction","6",3,"E1",1,0,0,0,1,22
"696","sub-40","D-R","Distraction","7",1,"E1",1,0,0,0,1,22
"697","sub-40","D-R","Distraction","8",0,"E1",1,0,0,0,1,22
"698","sub-40","D-R","Distraction","9",1,"E1",1,0,0,0,1,22
"699","sub-41","D-R","Rest","26",3,"E2",1,0,0,0,1,20
"700","sub-41","D-R","Rest","27",3,"E2",1,0,0,0,1,20
"701","sub-41","D-R","Rest","28",2,"E2",0,0,0,1,0,20
"702","sub-41","D-R","Rest","29",3,"E2",1,0,0,0,1,20
"703","sub-41","D-R","Rest","30",1,"E2",1,0,0,0,1,20
"704","sub-41","D-R","Rest","31",2,"E2",1,0,0,0,1,20
"705","sub-41","D-R","Rest","32",2,"E2",1,0,0,0,1,20
"706","sub-41","D-R","Rest","34",1,"E2",1,0,0,0,1,20
"707","sub-41","D-R","Rest","36",2,"E2",1,0,0,0,1,20
"708","sub-41","D-R","Rest","38",2,"E2",1,0,0,0,1,20
"709","sub-41","D-R","Rest","40",3,"E2",1,0,0,0,1,20
"710","sub-41","D-R","Rest","42",3,"E2",1,0,0,0,1,20
"711","sub-41","D-R","Rest","43",1,"E2",1,0,0,0,1,20
"712","sub-41","D-R","Rest","44",1,"E2",1,0,0,0,1,20
"713","sub-41","D-R","Rest","45",2,"E2",1,0,0,0,1,20
"714","sub-41","D-R","Rest","46",1,"E2",0,0,0,1,0,20
"715","sub-41","D-R","Rest","47",2,"E2",1,0,0,0,1,20
"716","sub-41","D-R","Rest","48",1,"E2",1,0,0,0,1,20
"717","sub-41","D-R","Rest","49",2,"E2",1,0,0,0,1,20
"718","sub-41","D-R","Rest","50",2,"E2",1,0,0,0,1,20
"719","sub-41","D-R","Distraction","1",1,"E1",1,0,0,0,1,13
"720","sub-41","D-R","Distraction","10",0,"E1",1,0,0,0,1,13
"721","sub-41","D-R","Distraction","11",3,"E1",1,0,0,0,1,13
"722","sub-41","D-R","Distraction","12",2,"E1",0,0,0,1,0,13
"723","sub-41","D-R","Distraction","15",1,"E1",0,0,0,1,0,13
"724","sub-41","D-R","Distraction","17",2,"E1",1,0,0,0,1,13
"725","sub-41","D-R","Distraction","20",3,"E1",1,0,0,0,1,13
"726","sub-41","D-R","Distraction","21",2,"E1",1,0,0,0,1,13
"727","sub-41","D-R","Distraction","22",1,"E1",1,0,0,0,1,13
"728","sub-41","D-R","Distraction","24",1,"E1",1,0,0,0,1,13
"729","sub-41","D-R","Distraction","25",2,"E1",1,0,0,0,1,13
"730","sub-41","D-R","Distraction","5",1,"E1",1,0,0,0,1,13
"731","sub-41","D-R","Distraction","9",1,"E1",0,0,0,1,0,13
"732","sub-43","R-D","Rest","10",1,"E1",1,0,0,0,1,23
"733","sub-43","R-D","Rest","11",1,"E1",1,0,0,0,1,23
"734","sub-43","R-D","Rest","12",3,"E1",1,0,0,0,1,23
"735","sub-43","R-D","Rest","13",0,"E1",1,0,0,0,1,23
"736","sub-43","R-D","Rest","14",3,"E1",1,0,0,0,1,23
"737","sub-43","R-D","Rest","15",1,"E1",1,0,0,0,1,23
"738","sub-43","R-D","Rest","16",1,"E1",1,0,0,0,1,23
"739","sub-43","R-D","Rest","17",1,"E1",1,0,0,0,1,23
"740","sub-43","R-D","Rest","18",2,"E1",1,0,0,0,1,23
"741","sub-43","R-D","Rest","19",1,"E1",1,0,0,0,1,23
"742","sub-43","R-D","Rest","2",0,"E1",1,0,0,0,1,23
"743","sub-43","R-D","Rest","20",0,"E1",1,0,0,0,1,23
"744","sub-43","R-D","Rest","21",0,"E1",1,0,0,0,1,23
"745","sub-43","R-D","Rest","23",2,"E1",1,0,0,0,1,23
"746","sub-43","R-D","Rest","24",0,"E1",1,0,0,0,1,23
"747","sub-43","R-D","Rest","25",1,"E1",1,0,0,0,1,23
"748","sub-43","R-D","Rest","3",1,"E1",1,0,0,0,1,23
"749","sub-43","R-D","Rest","4",1,"E1",1,0,0,0,1,23
"750","sub-43","R-D","Rest","5",2,"E1",1,0,0,0,1,23
"751","sub-43","R-D","Rest","6",1,"E1",1,0,0,0,1,23
"752","sub-43","R-D","Rest","7",1,"E1",1,0,0,0,1,23
"753","sub-43","R-D","Rest","8",0,"E1",1,0,0,0,1,23
"754","sub-43","R-D","Rest","9",2,"E1",1,0,0,0,1,23
"755","sub-43","R-D","Distraction","26",1,"E2",1,0,0,0,1,25
"756","sub-43","R-D","Distraction","27",0,"E2",1,0,0,0,1,25
"757","sub-43","R-D","Distraction","28",0,"E2",1,0,0,0,1,25
"758","sub-43","R-D","Distraction","29",1,"E2",1,0,0,0,1,25
"759","sub-43","R-D","Distraction","30",1,"E2",1,0,0,0,1,25
"760","sub-43","R-D","Distraction","31",2,"E2",1,0,0,0,1,25
"761","sub-43","R-D","Distraction","32",0,"E2",1,0,0,0,1,25
"762","sub-43","R-D","Distraction","33",1,"E2",1,0,0,0,1,25
"763","sub-43","R-D","Distraction","34",1,"E2",1,0,0,0,1,25
"764","sub-43","R-D","Distraction","35",1,"E2",1,0,0,0,1,25
"765","sub-43","R-D","Distraction","36",3,"E2",1,0,0,0,1,25
"766","sub-43","R-D","Distraction","37",2,"E2",1,0,0,0,1,25
"767","sub-43","R-D","Distraction","38",2,"E2",1,0,0,0,1,25
"768","sub-43","R-D","Distraction","39",2,"E2",1,0,0,0,1,25
"769","sub-43","R-D","Distraction","40",1,"E2",1,0,0,0,1,25
"770","sub-43","R-D","Distraction","41",0,"E2",1,0,0,0,1,25
"771","sub-43","R-D","Distraction","42",3,"E2",1,0,0,0,1,25
"772","sub-43","R-D","Distraction","43",1,"E2",1,0,0,0,1,25
"773","sub-43","R-D","Distraction","44",0,"E2",1,0,0,0,1,25
"774","sub-43","R-D","Distraction","45",0,"E2",1,0,0,0,1,25
"775","sub-43","R-D","Distraction","46",1,"E2",1,0,0,0,1,25
"776","sub-43","R-D","Distraction","47",2,"E2",1,0,0,0,1,25
"777","sub-43","R-D","Distraction","48",2,"E2",1,0,0,0,1,25
"778","sub-43","R-D","Distraction","49",0,"E2",1,0,0,0,1,25
"779","sub-43","R-D","Distraction","50",2,"E2",1,0,0,0,1,25
"780","sub-44","R-D","Rest","10",2,"E1",0,0,0,1,0,13
"781","sub-44","R-D","Rest","11",1,"E1",1,0,0,0,1,13
"782","sub-44","R-D","Rest","15",3,"E1",1,0,0,0,1,13
"783","sub-44","R-D","Rest","16",3,"E1",0,0,0,1,0,13
"784","sub-44","R-D","Rest","17",0,"E1",0,0,0,1,0,13
"785","sub-44","R-D","Rest","18",1,"E1",1,0,0,0,1,13
"786","sub-44","R-D","Rest","19",2,"E1",1,0,0,0,1,13
"787","sub-44","R-D","Rest","2",2,"E1",1,0,0,0,1,13
"788","sub-44","R-D","Rest","21",2,"E1",0,0,0,1,0,13
"789","sub-44","R-D","Rest","3",1,"E1",1,0,0,0,1,13
"790","sub-44","R-D","Rest","4",3,"E1",0,0,0,1,0,13
"791","sub-44","R-D","Rest","5",3,"E1",0,0,0,1,0,13
"792","sub-44","R-D","Rest","7",3,"E1",0,0,0,1,0,13
"793","sub-44","R-D","Distraction","26",3,"E2",1,0,0,0,1,11
"794","sub-44","R-D","Distraction","30",3,"E2",1,0,0,0,1,11
"795","sub-44","R-D","Distraction","37",3,"E2",1,0,0,0,1,11
"796","sub-44","R-D","Distraction","38",3,"E2",0,0,0,1,0,11
"797","sub-44","R-D","Distraction","42",0,"E2",0,0,0,1,0,11
"798","sub-44","R-D","Distraction","43",3,"E2",1,0,0,0,1,11
"799","sub-44","R-D","Distraction","45",3,"E2",1,0,0,0,1,11
"800","sub-44","R-D","Distraction","47",3,"E2",1,0,0,0,1,11
"801","sub-44","R-D","Distraction","48",1,"E2",0,0,0,1,0,11
"802","sub-44","R-D","Distraction","49",3,"E2",1,0,0,0,1,11
"803","sub-44","R-D","Distraction","50",3,"E2",1,0,0,0,1,11
"804","sub-45","D-R","Rest","26",1,"E2",1,0,0,0,1,24
"805","sub-45","D-R","Rest","27",2,"E2",1,0,0,0,1,24
"806","sub-45","D-R","Rest","28",2,"E2",1,0,0,0,1,24
"807","sub-45","D-R","Rest","29",2,"E2",1,0,0,0,1,24
"808","sub-45","D-R","Rest","30",3,"E2",1,0,0,0,1,24
"809","sub-45","D-R","Rest","32",2,"E2",1,0,0,0,1,24
"810","sub-45","D-R","Rest","33",2,"E2",1,0,0,0,1,24
"811","sub-45","D-R","Rest","34",1,"E2",1,0,0,0,1,24
"812","sub-45","D-R","Rest","35",2,"E2",1,0,0,0,1,24
"813","sub-45","D-R","Rest","36",3,"E2",1,0,0,0,1,24
"814","sub-45","D-R","Rest","37",1,"E2",1,0,0,0,1,24
"815","sub-45","D-R","Rest","38",1,"E2",1,0,0,0,1,24
"816","sub-45","D-R","Rest","39",0,"E2",1,0,0,0,1,24
"817","sub-45","D-R","Rest","40",2,"E2",1,0,0,0,1,24
"818","sub-45","D-R","Rest","41",2,"E2",1,0,0,0,1,24
"819","sub-45","D-R","Rest","42",1,"E2",1,0,0,0,1,24
"820","sub-45","D-R","Rest","43",1,"E2",1,0,0,0,1,24
"821","sub-45","D-R","Rest","44",1,"E2",1,0,0,0,1,24
"822","sub-45","D-R","Rest","45",3,"E2",1,0,0,0,1,24
"823","sub-45","D-R","Rest","46",2,"E2",1,0,0,0,1,24
"824","sub-45","D-R","Rest","47",2,"E2",1,0,0,0,1,24
"825","sub-45","D-R","Rest","48",3,"E2",1,0,0,0,1,24
"826","sub-45","D-R","Rest","49",1,"E2",1,0,0,0,1,24
"827","sub-45","D-R","Rest","50",3,"E2",1,0,0,0,1,24
"828","sub-45","D-R","Distraction","1",2,"E1",1,0,0,0,1,21
"829","sub-45","D-R","Distraction","10",1,"E1",1,0,0,0,1,21
"830","sub-45","D-R","Distraction","11",0,"E1",1,0,0,0,1,21
"831","sub-45","D-R","Distraction","12",1,"E1",1,0,0,0,1,21
"832","sub-45","D-R","Distraction","13",2,"E1",1,0,0,0,1,21
"833","sub-45","D-R","Distraction","14",3,"E1",1,0,0,0,1,21
"834","sub-45","D-R","Distraction","16",3,"E1",1,0,0,0,1,21
"835","sub-45","D-R","Distraction","17",1,"E1",0,0,0,1,0,21
"836","sub-45","D-R","Distraction","18",3,"E1",1,0,0,0,1,21
"837","sub-45","D-R","Distraction","19",3,"E1",1,0,0,0,1,21
"838","sub-45","D-R","Distraction","2",1,"E1",1,0,0,0,1,21
"839","sub-45","D-R","Distraction","20",1,"E1",0,0,0,1,0,21
"840","sub-45","D-R","Distraction","21",0,"E1",1,0,0,0,1,21
"841","sub-45","D-R","Distraction","23",3,"E1",1,0,0,0,1,21
"842","sub-45","D-R","Distraction","25",3,"E1",1,0,0,0,1,21
"843","sub-45","D-R","Distraction","3",0,"E1",1,0,0,0,1,21
"844","sub-45","D-R","Distraction","4",3,"E1",1,0,0,0,1,21
"845","sub-45","D-R","Distraction","5",3,"E1",1,0,0,0,1,21
"846","sub-45","D-R","Distraction","6",0,"E1",1,0,0,0,1,21
"847","sub-45","D-R","Distraction","7",1,"E1",1,0,0,0,1,21
"848","sub-45","D-R","Distraction","8",3,"E1",1,0,0,0,1,21
"849","sub-46","D-R","Rest","27",2,"E2",1,0,0,0,1,15
"850","sub-46","D-R","Rest","28",2,"E2",1,0,0,0,1,15
"851","sub-46","D-R","Rest","29",3,"E2",1,0,0,0,1,15
"852","sub-46","D-R","Rest","32",3,"E2",1,0,0,0,1,15
"853","sub-46","D-R","Rest","34",0,"E2",1,0,0,0,1,15
"854","sub-46","D-R","Rest","38",0,"E2",1,0,0,0,1,15
"855","sub-46","D-R","Rest","39",0,"E2",1,0,0,0,1,15
"856","sub-46","D-R","Rest","40",2,"E2",1,0,0,0,1,15
"857","sub-46","D-R","Rest","41",3,"E2",1,0,0,0,1,15
"858","sub-46","D-R","Rest","42",0,"E2",1,0,0,0,1,15
"859","sub-46","D-R","Rest","43",3,"E2",0,0,0,1,0,15
"860","sub-46","D-R","Rest","44",0,"E2",0,0,0,1,0,15
"861","sub-46","D-R","Rest","48",0,"E2",1,0,0,0,1,15
"862","sub-46","D-R","Rest","49",1,"E2",1,0,0,0,1,15
"863","sub-46","D-R","Rest","50",1,"E2",1,0,0,0,1,15
"864","sub-46","D-R","Distraction","10",0,"E1",1,0,0,0,1,13
"865","sub-46","D-R","Distraction","11",3,"E1",1,0,0,0,1,13
"866","sub-46","D-R","Distraction","13",2,"E1",1,0,0,0,1,13
"867","sub-46","D-R","Distraction","17",0,"E1",1,0,0,0,1,13
"868","sub-46","D-R","Distraction","18",0,"E1",1,0,0,0,1,13
"869","sub-46","D-R","Distraction","2",3,"E1",1,0,0,0,1,13
"870","sub-46","D-R","Distraction","20",2,"E1",1,0,0,0,1,13
"871","sub-46","D-R","Distraction","21",0,"E1",1,0,0,0,1,13
"872","sub-46","D-R","Distraction","25",1,"E1",1,0,0,0,1,13
"873","sub-46","D-R","Distraction","5",2,"E1",1,0,0,0,1,13
"874","sub-46","D-R","Distraction","6",0,"E1",1,0,0,0,1,13
"875","sub-46","D-R","Distraction","7",3,"E1",1,0,0,0,1,13
"876","sub-46","D-R","Distraction","9",1,"E1",1,0,0,0,1,13
"877","sub-47","R-D","Rest","1",1,"E1",1,0,0,0,1,21
"878","sub-47","R-D","Rest","10",2,"E1",1,0,0,0,1,21
"879","sub-47","R-D","Rest","11",1,"E1",1,0,0,0,1,21
"880","sub-47","R-D","Rest","12",0,"E1",1,0,0,0,1,21
"881","sub-47","R-D","Rest","13",1,"E1",1,0,0,0,1,21
"882","sub-47","R-D","Rest","14",1,"E1",1,0,0,0,1,21
"883","sub-47","R-D","Rest","15",1,"E1",1,0,0,0,1,21
"884","sub-47","R-D","Rest","16",1,"E1",1,0,0,0,1,21
"885","sub-47","R-D","Rest","17",0,"E1",1,0,0,0,1,21
"886","sub-47","R-D","Rest","18",0,"E1",1,0,0,0,1,21
"887","sub-47","R-D","Rest","19",0,"E1",1,0,0,0,1,21
"888","sub-47","R-D","Rest","2",1,"E1",1,0,0,0,1,21
"889","sub-47","R-D","Rest","21",0,"E1",1,0,0,0,1,21
"890","sub-47","R-D","Rest","22",1,"E1",1,0,0,0,1,21
"891","sub-47","R-D","Rest","23",0,"E1",1,0,0,0,1,21
"892","sub-47","R-D","Rest","25",1,"E1",1,0,0,0,1,21
"893","sub-47","R-D","Rest","3",3,"E1",1,0,0,0,1,21
"894","sub-47","R-D","Rest","5",3,"E1",1,0,0,0,1,21
"895","sub-47","R-D","Rest","6",2,"E1",1,0,0,0,1,21
